id.x,filename,ident,name.x,type.x,frequency_khz,latitude_deg.x,longitude_deg.x,elevation_ft.x,iso_country.x,magnetic_variation_deg,usage_type,power,associated_airport,power_category,id.y,type.y,name.y,latitude_deg.y,longitude_deg.y,elevation_ft.y,continent,iso_country.y,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,x16,x17,x18,airport_type,airport_size,latitude,longitude,distance_from_dc,is_critical_navaid
94483,Toncontin_VOR-DME_HN,TNT,Toncontin,vor-dme,112300,14.02890015,-87.22910309,3829,HN,0.561,BOTH,HIGH,MHTG,High,4666,medium_airport,Toncontín International Airport,14.0609,-87.217201,3294,NA,HN,HN-FM,Tegucigalpa,yes,MHTG,TGU,NA,NA,NA,NA,medium_airport,Other,14.02890015,-87.22910309,26.885141012356915,FALSE
94484,Trent_VOR-DME_GB,TNT,Trent,vor-dme,115700,53.05390167,-1.669999957,968,GB,-3.08,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.05390167,-1.669999957,76.68310628966158,FALSE
94485,Toncontin_NDB_HN,TNT,Toncontin,ndb,405,14.06089973,-87.22049713,3294,HN,0.555,BOTH,MEDIUM,MHTG,High,4666,medium_airport,Toncontín International Airport,14.0609,-87.217201,3294,NA,HN,HN-FM,Tegucigalpa,yes,MHTG,TGU,NA,NA,NA,NA,medium_airport,Other,14.06089973,-87.22049713,26.85226782998312,FALSE
94486,Newton_VOR-DME_US,TNU,Newton,vor-dme,112500,41.78379822,-93.10900116,980,US,1.321,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.78379822,-93.10900116,16.32749990098241,FALSE
94487,Navasota_VORTAC_US,TNV,Navasota,vortac,115900,30.28849983,-96.05819702,230,US,4.167,BOTH,HIGH,9TS3,High,15989,closed,Simaron Ranch Airport,30.1483,-95.966904,310,NA,US,US-TX,Waller,no,NA,NA,NA,NA,NA,NA,closed,Other,30.28849983,-96.05819702,20.88280950790431,FALSE
94488,Ivato_VOR-DME_MG,TNV,Ivato,vor-dme,114500,-18.80330086,47.51869965,4198,MG,-14.584,BOTH,HIGH,FMMI,High,2908,large_airport,Ivato Airport,-18.7969,47.478802,4198,AF,MG,MG-T,Antananarivo,yes,FMMI,TNR,NA,NA,NA,NA,large_airport,Other,-18.80330086,47.51869965,137.27563262896712,FALSE
94489,Tepic_VOR-DME_MX,TNY,Tepic,vor-dme,113900,21.42650032,-104.836998,3020,MX,7.577,BOTH,HIGH,MMEP,High,4708,medium_airport,Amado Nervo National Airport,21.419833,-104.842472,3020,NA,MX,MX-NAY,Tepic,yes,MMEP,TPQ,TNY,NA,NA,NA,medium_airport,Other,21.42650032,-104.836998,32.83931043904479,FALSE
94490,Kelso_NDB_US,TNY,Kelso,ndb,358,35.13410187,-86.54199982,742,US,-2.431,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.13410187,-86.54199982,10.226592398583875,FALSE
94491,Lawrence_Co_NDB_US,TNZ,Lawrence Co,ndb,227,36.20560074,-90.92320251,316,US,0.271,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.20560074,-90.92320251,14.146661654286664,FALSE
94492,Tsnori_NDB_GE,TO,Tsnori,ndb,342,41.63059998,46.0155983,NA,GE,5.448,BOTH,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.63059998,46.0155983,123.08263177769058,FALSE
94493,Torfur_NDB_IS,TO,Torfur,ndb,324,65.50029755,-18.15040016,NA,IS,-15.37,TERMINAL,LOW,BIAR,High,117,medium_airport,Akureyri Airport,65.66000366,-18.0727005,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,NA,NA,NA,NA,medium_airport,Other,65.50029755,-18.15040016,64.61279053492532,FALSE
94494,Toli-Toli_NDB_ID,TO,Toli-Toli,ndb,370,1.1227400300000001,120.7949982,66,ID,0.597,BOTH,MEDIUM,WAMI,High,41440,small_airport,Sultan Bantilan Airport,1.123428,120.793658,40,AS,ID,ID-ST,Toli Toli-Celebes Island,no,WAMI,TLI,NA,NA,NA,NA,small_airport,Small,1.1227400300000001,120.7949982,201.40785823954263,FALSE
94495,Toamasina_NDB_MG,TO,Toamasina,ndb,394,-18.04070091,49.38499832,NA,MG,-14.384,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.04070091,49.38499832,138.65626488870814,FALSE
94496,Malvik_NDB_NO,TO,Malvik,ndb,326,63.43980026,10.68010044,NA,NO,1.091,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43980026,10.68010044,91.08304255846922,FALSE
94497,Blood_NDB_US,TO,Blood,ndb,365,31.83029938,-86.10540009,500,US,-2.301,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.83029938,-86.10540009,11.503052476090268,FALSE
94498,Biloy_NDB_US,TO,Biloy,ndb,521,39.12039948,-95.68710327,913,US,3.445,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.12039948,-95.68710327,18.65142182329783,FALSE
94499,Tophr_NDB_US,TO,Tophr,ndb,219,41.55339813,-83.9210968,NA,US,-6.11,TERMINAL,LOW,KTOL,High,3925,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,683,NA,US,US-OH,Toledo,yes,KTOL,TOL,TOL,NA,NA,NA,medium_airport,Other,41.55339813,-83.9210968,7.37526474944091,FALSE
94500,Gweru_Thornhill_NDB_ZW,TO,Gweru Thornhill,ndb,268,-19.38829994,29.76169968,NA,ZW,-9.438,TERMINAL,LOW,FVTL,High,3013,medium_airport,Gweru - Thornhill Air Base,-19.436718,29.861945,4680,AF,ZW,ZW-MI,Gweru,no,FVTL,GWE,NA,NA,NA,NA,medium_airport,Other,-19.38829994,29.76169968,121.6729477199572,FALSE
94501,Villatobas_NDB_ES,TOB,Villatobas,ndb,403,39.78319931,-3.475389957,NA,ES,-2.094,BOTH,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.78319931,-3.475389957,73.56672572975849,FALSE
94502,Tocopilla_VOR_CL,TOC,Tocopilla,vor,114500,-22.13999939,-70.05500031,3475,CL,-2.117,BOTH,HIGH,SCBE,High,6004,medium_airport,Barriles Airport,-22.14109993,-70.06289673,3475,SA,CL,CL-AN,Tocopilla,no,SCBE,TOQ,NA,NA,NA,NA,medium_airport,Other,-22.13999939,-70.05500031,61.44515828479604,FALSE
94503,Tocto_VOR_PE,TOC,Tocto,vor,116900,-13.35620022,-74.19129944,14192,PE,-1.427,BOTH,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.35620022,-74.19129944,52.34081051247648,TRUE
94504,Toyama_VOR-DME_JP,TOE,Toyama,vor-dme,110850,36.65219879,137.1909943,116,JP,-7.339,BOTH,HIGH,RJNT,High,5587,medium_airport,Toyama Airport,36.64830017,137.1880035,95,AS,JP,JP-16,Toyama,yes,RJNT,TOY,NA,NA,NA,NA,medium_airport,Other,36.65219879,137.1909943,214.23976224470815,FALSE
94505,Toulouse_NDB_FR,TOE,Toulouse,ndb,415,43.48109818,1.679890037,898,FR,-0.503,BOTH,LOW,LFBO,High,4070,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,NA,NA,NA,NA,large_airport,Other,43.48109818,1.679890037,78.84956295560649,FALSE
94506,Tempelhof_VOR-DME_DE,TOF,Tempelhof,vor-dme,114100,52.47309875,13.40540028,199,DE,2.112,BOTH,HIGH,DE-0456,High,2215,closed,Berlin Tempelhof Airport,52.473,13.4039,167,EU,DE,DE-BE,Berlin,no,NA,NA,NA,NA,NA,NA,closed,Other,52.47309875,13.40540028,91.45405014996842,FALSE
94507,Topsfield_NDB_US,TOF,Topsfield,ndb,269,42.61930084,-70.95680237,250,US,-15.309,TERMINAL,LOW,KBVY,High,3433,medium_airport,Beverly Regional Airport,42.584202,-70.916496,107,NA,US,US-MA,Beverly / Danvers,no,KBVY,BVY,BVY,NA,NA,NA,medium_airport,Other,42.61930084,-70.95680237,7.123712503790441,FALSE
94508,Togiak_NDB-DME_US,TOG,Togiak,ndb-dme,393,59.06409836,-160.3739929,21,US,15.14,LO,MEDIUM,PATG,High,5414,medium_airport,Togiak Airport,59.05279922,-160.3970032,21,NA,US,US-AK,Togiak Village,no,PATG,TOG,TOG,NA,NA,NA,medium_airport,Other,59.06409836,-160.3739929,85.74013998424891,FALSE
94509,Tokua_VOR-DME_PG,TOK,Tokua,vor-dme,113600,-4.34649992,152.397995,32,PG,6.432,BOTH,HIGH,AYTK,High,68,medium_airport,Tokua Airport,-4.34046,152.380005,49,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,NA,NA,NA,NA,medium_airport,Other,-4.34649992,152.397995,233.4764519184546,FALSE
94510,Tokua_NDB_PG,TOK,Tokua,ndb,227,-4.345330238,152.3970032,NA,PG,6.432,BOTH,MEDIUM,AYTK,High,68,medium_airport,Tokua Airport,-4.34046,152.380005,49,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,NA,NA,NA,NA,medium_airport,Other,-4.345330238,152.3970032,233.47526059429953,FALSE
94511,Toledo_TACAN_US,TOL,Toledo,tacan,112500,41.59370041,-83.79940033,671,US,-6.178,BOTH,LOW,KTOL,High,3925,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,683,NA,US,US-OH,Toledo,yes,KTOL,TOL,TOL,NA,NA,NA,medium_airport,Other,41.59370041,-83.79940033,7.276585405681718,FALSE
94512,Tonglu_VOR-DME_CN,TOL,Tonglu,vor-dme,115900,29.76329994,119.6579971,171,CN,-4.377,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.76329994,119.6579971,196.90732199054167,FALSE
94513,Toledo_NDB_BR,TOL,Toledo,ndb,385,-24.68569946,-53.6996994,1854,BR,-15.106,BOTH,MEDIUM,SBTD,High,5981,small_airport,Toledo - Luiz Dalcanale Filho Municipal Airport,-24.6863,-53.697498,1843,SA,BR,BR-PR,Toledo,yes,SBTD,TOW,PR0008,NA,NA,NA,small_airport,Small,-24.68569946,-53.6996994,67.73980951829071,FALSE
94514,Tyrone_VORTAC_US,TON,Tyrone,vortac,114900,40.73509979,-78.33129883,2630,US,-10.194,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.73509979,-78.33129883,2.2397959669102403,FALSE
94515,Tozeur_VOR-DME_TN,TON,Tozeur,vor-dme,117000,33.94100189,8.100390434,289,TN,0.437,BOTH,HIGH,DTTZ,High,2142,medium_airport,Tozeur Nefta International Airport,33.93970108,8.110560417,287,AF,TN,TN-72,Tozeur,yes,DTTZ,TOE,NA,NA,NA,NA,medium_airport,Other,33.94100189,8.100390434,85.28201068285759,TRUE
94516,Torralba_De_Aragon_NDB_ES,TON,Torralba De Aragon,ndb,335,41.92789841,-0.513836026,NA,ES,-1.229,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.92789841,-0.513836026,76.58266082379923,FALSE
94517,Topeka_VORTAC_US,TOP,Topeka,vortac,117800,39.13710022,-95.54910278,1070,US,3.384,LO,MEDIUM,KFOE,High,3537,medium_airport,Topeka Regional Airport,38.950901,-95.663597,1078,NA,US,US-KS,Topeka,no,KFOE,FOE,FOE,NA,NA,NA,medium_airport,Other,39.13710022,-95.54910278,18.5136302728286,TRUE
94518,Torino_VOR-DME_IT,TOP,Torino,vor-dme,114500,44.92539978,7.861660004,866,IT,0.451,BOTH,HIGH,LIMF,High,4342,large_airport,Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Torino,yes,LIMF,TRN,TO11,NA,NA,NA,large_airport,Other,44.92539978,7.861660004,85.11159861819529,FALSE
94519,Torino_NDB_IT,TOP,Torino,ndb,393,44.92470169,7.860429764,NA,IT,0.451,BOTH,LOW,LIMF,High,4342,large_airport,Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Torino,yes,LIMF,TRN,TO11,NA,NA,NA,large_airport,Other,44.92470169,7.860429764,85.11032209812458,FALSE
94520,Torp_VOR-DME_NO,TOR,Torp,vor-dme,113850,59.16910172,10.25930023,269,NO,1.017,RNAV,HIGH,ENTO,High,2600,medium_airport,"Sandefjord Airport, Torp",59.18669891,10.25860024,286,EU,NO,NO-38,Torp,yes,ENTO,TRF,NA,NA,NA,NA,medium_airport,Other,59.16910172,10.25930023,89.61680219639167,FALSE
94521,Torres_NDB_BR,TOR,Torres,ndb,230,-29.41430092,-49.80670166,93,BR,-16.194,TERMINAL,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.41430092,-49.80670166,73.54801961709983,FALSE
94522,Toramo_NDB_FI,TOR,Toramo,ndb,416,66.63890076,25.97100067,NA,FI,9.255,LO,LOW,EFRO,High,2341,medium_airport,Rovaniemi Airport,66.56479645,25.83040047,642,EU,FI,FI-10,Rovaniemi,yes,EFRO,RVN,NA,NA,NA,NA,medium_airport,Other,66.63890076,25.97100067,106.67555871652499,FALSE
94523,Torrington_NDB_US,TOR,Torrington,ndb,293,42.06610107,-104.1529999,4206,US,9.226,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.06610107,-104.1529999,27.29947856199504,FALSE
94524,Tatoosh_VORTAC_US,TOU,Tatoosh,vortac,112200,48.29990005,-124.6269989,1650,US,18.191,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.29990005,-124.6269989,48.50814702234101,FALSE
94525,Toulouse_VOR-DME_FR,TOU,Toulouse,vor-dme,117700,43.68080139,1.309810042,555,FR,-0.575,BOTH,HIGH,LFBO,High,4070,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,NA,NA,NA,NA,large_airport,Other,43.68080139,1.309810042,78.49200115066397,TRUE
94526,Siler_City_NDB_US,TOX,Siler City,ndb,371,35.76150131,-79.46219635,670,US,-8.09,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76150131,-79.46219635,3.9720879438389884,FALSE
94527,Troy_VORTAC_US,TOY,Troy,vortac,116000,38.73920059,-89.91860199,570,US,-0.39,LO,MEDIUM,KALN,High,3374,medium_airport,St Louis Regional Airport,38.89030075,-90.04599762,544,NA,US,US-IL,Alton/St Louis,no,KALN,ALN,ALN,NA,NA,NA,medium_airport,Other,38.73920059,-89.91860199,12.882797443138282,FALSE
94528,Tongoy_VOR-DME_CL,TOY,Tongoy,vor-dme,115500,-30.27639961,-71.47360229,200,CL,2.366,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.27639961,-71.47360229,69.40692138689688,FALSE
94529,Tongoy_NDB_CL,TOY,Tongoy,ndb,260,-30.26309967,-71.47969818,NA,CL,2.366,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.26309967,-71.47969818,69.39317580645674,FALSE
94530,Thohoyandou_NDB_ZA,TOY,Thohoyandou,ndb,285,-23.075000760000002,30.31439972,NA,ZA,-14.173,BOTH,MEDIUM,FATH,High,30485,small_airport,Thohoyandou Airport,-23.07690048,30.38360023,2021,AF,ZA,ZA-NP,Thohoyandou,no,FATH,THY,NA,NA,NA,NA,small_airport,Small,-23.075000760000002,30.31439972,123.96005309222087,FALSE
94531,Tango-Papa_NDB_FI,TP,Tango-Papa,ndb,290,64.8844986,25.53160095,NA,FI,8.405,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8844986,25.53160095,105.8069819514937,FALSE
94532,Takapoto_NDB_PF,TP,Takapoto,ndb,349,-14.71469975,-145.253006,62,PF,12.002,TERMINAL,MEDIUM,NTGT,High,4993,medium_airport,Takapoto Airport,-14.70950031,-145.2460022,12,OC,PF,PF-U-A,NA,yes,NTGT,TKP,NA,NA,NA,NA,medium_airport,Other,-14.71469975,-145.253006,86.76834244470898,FALSE
94533,Tapak_Tuan_NDB_ID,TP,Tapak Tuan,ndb,230,3.165920019,97.2858963,13,ID,-0.456,BOTH,MEDIUM,WITA,High,41471,small_airport,Teuku Cut Ali Airport,3.16904,97.288299,17,AS,ID,ID-AC,Tapaktuan,no,WITA,TPK,NA,NA,NA,NA,small_airport,Small,3.165920019,97.2858963,177.9490837417589,FALSE
94534,Teplorechensky_NDB_RU,TP,Teplorechensky,ndb,118,44.15499878,43.53329849,NA,RU,6.224,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.15499878,43.53329849,120.68434925852385,FALSE
94535,Topchyne_NDB_UA,TP,Topchyne,ndb,643,48.93980026,34.79330063,NA,UA,6.425,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.93980026,34.79330063,112.27932508223856,FALSE
94536,Cosme_NDB_US,TP,Cosme,ndb,368,28.08530045,-82.52529907,NA,US,-4.231,TERMINAL,LOW,KTPA,High,3926,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,NA,US,US-FL,Tampa,yes,KTPA,TPA,TPA,NA,NA,NA,large_airport,Other,28.08530045,-82.52529907,12.134085636003528,FALSE
94537,Temple_Bar_NDB_AU,TPB,Temple Bar,ndb,352,-23.74500084,133.7890015,NA,AU,5.065,BOTH,LOW,YBAS,High,26900,medium_airport,Alice Springs Airport,-23.806588,133.903427,1789,OC,AU,AU-NT,Alice Springs,yes,YBAS,ASP,NA,NA,NA,NA,medium_airport,Other,-23.74500084,133.7890015,219.9383072895293,FALSE
94538,Knight_NDB_US,TPF,Knight,ndb,270,27.90839958,-82.45429993,7,US,-4.24,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.90839958,-82.45429993,12.260580438158556,FALSE
94539,Tanjung_Pinang_VOR-DME_ID,TPG,Tanjung Pinang,vor-dme,114800,0.903544009,104.5149994,132,ID,0.202,BOTH,HIGH,WIDN,High,26830,small_airport,Raja Haji Fisabilillah International Airport,0.922683001,104.5319977,52,AS,ID,ID-RI,Tanjung Pinang-Bintan Island,yes,WIDN,TNJ,NA,NA,NA,NA,small_airport,Small,0.903544009,104.5149994,185.48684601456242,FALSE
94540,Tonopah_VORTAC_US,TPH,Tonopah,vortac,117200,38.03070068,-117.0339966,5330,US,13.468,LO,MEDIUM,0L5,High,7271,small_airport,Goldfield Airport,37.722114,-117.236363,5680,NA,US,US-NV,Goldfield,no,1A8,NA,1A8,NA,NA,NA,small_airport,Small,38.03070068,-117.0339966,40.0066992825913,TRUE
94541,Tripoli_VOR-DME_LY,TPI,Tripoli,vor-dme,114500,32.66249847,13.15559959,263,LY,1.297,BOTH,HIGH,HLLT,High,3227,closed,Tripoli International Airport,32.663502,13.159,263,AF,LY,LY-TB,Tripoli,no,NA,NA,NA,NA,NA,NA,closed,Other,32.66249847,13.15559959,90.40842482584759,FALSE
94542,Temple_VOR-DME_US,TPL,Temple,vor-dme,110400,31.20929909,-97.42500305,710,US,5.03,LO,MEDIUM,TS92,High,25108,small_airport,Little Peach Airport,31.21459961,-97.42669678,710,NA,US,US-TX,Temple,no,TS92,NA,TS92,NA,NA,NA,small_airport,Small,31.20929909,-97.42500305,21.792944371919965,FALSE
94543,Topola_VOR-DME_RS,TPL,Topola,vor-dme,116800,44.14350128,20.74440002,1526,RS,3.237,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.14350128,20.74440002,97.92140462991829,TRUE
94544,Tupile_NDB_PA,TPL,Tupile,ndb,356,9.259110451,-78.11859894,NA,PA,-3.452,BOTH,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.259110451,-78.11859894,29.66781566786339,FALSE
94545,Topola_NDB_RS,TPL,Topola,ndb,348,44.13980103,20.74570084,NA,RS,3.238,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.13980103,20.74570084,97.92250579194716,FALSE
94546,Tanjung_Pandan_VOR-DME_ID,TPN,Tanjung Pandan,vor-dme,116700,-2.724539995,107.7529984,20,ID,0.496,BOTH,HIGH,WIOD,High,26842,small_airport,H A S Hanandjoeddin International Airport,-2.74572,107.754997,164,AS,ID,ID-BB,Tanjung Pandan,yes,WIKT,TJQ,NA,NA,NA,NA,small_airport,Small,-2.724539995,107.7529984,189.42150967008368,FALSE
94547,Tripolis_TACAN_GR,TPO,Tripolis,tacan,109800,37.52780151,22.40530014,2113,GR,3.048,BOTH,HIGH,LGTP,High,4292,small_airport,Tripolis Airport,37.5306015,22.40360069,2113,EU,GR,GR-J,Trípoli,no,LGTP,NA,NA,NA,NA,NA,small_airport,Small,37.52780151,22.40530014,99.45176674588558,FALSE
94548,Tapuruquara_NDB_BR,TPQ,Tapuruquara,ndb,365,-0.416999996,-65.03630066,NA,BR,-11.118,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.416999996,-65.03630066,41.114560557600704,FALSE
94549,Pratica_Di_Mare_TACAN_IT,TPR,Pratica Di Mare,tacan,108700,41.6216011,12.49380016,135,IT,1.457,BOTH,MEDIUM,LIRE,High,4371,medium_airport,Pratica Di Mare Air Base,41.654499,12.4452,41,EU,IT,IT-62,Pomezia,no,LIRE,NA,RM22,NA,NA,NA,medium_airport,Other,41.6216011,12.49380016,89.57183845646749,FALSE
94550,Tapiosap_VOR-DME_HU,TPS,Tapiosap,vor-dme,115900,47.49330139,19.44619942,839,HU,3.265,BOTH,HIGH,LHBP,High,4296,large_airport,Budapest Liszt Ferenc International Airport,47.42976,19.261093,495,EU,HU,HU-PE,Budapest,yes,LHBP,BUD,NA,NA,NA,NA,large_airport,Other,47.49330139,19.44619942,96.86438773238059,FALSE
94551,Tapiosap_NDB_HU,TPS,Tapiosap,ndb,306,47.49330139,19.44619942,839,HU,3.265,BOTH,LOW,LHBP,High,4296,large_airport,Budapest Liszt Ferenc International Airport,47.42976,19.261093,495,EU,HU,HU-PE,Budapest,yes,LHBP,BUD,NA,NA,NA,NA,large_airport,Other,47.49330139,19.44619942,96.86438773238059,FALSE
94552,Itapevi_NDB_BR,TPV,Itapevi,ndb,270,-23.56550026,-46.92269897,NA,BR,-19.441,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.56550026,-46.92269897,69.35202507101764,FALSE
94553,Tepexpan_NDB_MX,TPX,Tepexpan,ndb,359,19.6114006,-98.96040344,7500,MX,5.559,LO,MEDIUM,MMMX,High,4731,large_airport,Aeropuerto Internacional Lic. Benito Juárez,19.435433,-99.082432,7316,NA,MX,MX-DIF,Ciudad de México,yes,MMMX,MEX,ME1,NA,NA,NA,large_airport,Other,19.6114006,-98.96040344,29.20561380229376,FALSE
94554,Vnukovo_NDB_RU,TQ,Vnukovo,ndb,468,55.63830185,37.29669952,NA,RU,9.319,TERMINAL,MEDIUM,UUWW,High,26401,large_airport,Vnukovo International Airport,55.59149933,37.26150131,685,EU,RU,RU-MOS,Moscow,yes,UUWW,VKO,NA,NA,NA,NA,large_airport,Other,55.63830185,37.29669952,115.55129487943793,FALSE
94555,Tuscola_VOR-DME_US,TQA,Tuscola,vor-dme,111600,32.2356987,-99.81680298,2018,US,6.227,LO,MEDIUM,KDYS,High,3499,medium_airport,Dyess Air Force Base,32.420799,-99.854599,1789,NA,US,US-TX,Abilene,no,KDYS,DYS,DYS,NA,NA,NA,medium_airport,Other,32.2356987,-99.81680298,23.736741759856486,FALSE
94556,Taquara_NDB_BR,TQA,Taquara,ndb,360,-29.6685009,-50.78179932,NA,BR,-15.318,LO,MEDIUM,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.6685009,-50.78179932,73.42994665423092,FALSE
94557,Tekamah_VOR_US,TQE,Tekamah,vor,108400,41.75960159,-96.1785965,1030,US,3.584,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.75960159,-96.1785965,19.35305504897732,FALSE
94558,Tahlequah_NDB_US,TQH,Tahlequah,ndb,215,35.92649841,-95.00579834,970,US,3.248,TERMINAL,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.92649841,-95.00579834,18.214441784525903,FALSE
94559,Scott_City_NDB_US,TQK,Scott City,ndb,256,38.48009872,-100.8880005,2962,US,7.124,LO,LOW,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.48009872,-100.8880005,23.854924241432375,FALSE
94560,Tres_Esquinas_VOR-DME_CO,TQS,Tres Esquinas,vor-dme,114200,0.742042005,-75.23339844,675,CO,-4.075,LO,HIGH,SKTQ,High,6169,medium_airport,Tres Esquinas Air Base,0.7459,-75.234,585,SA,CO,CO-CAQ,Tres Esquinas,no,SKTQ,TQS,TQS,NA,NA,NA,medium_airport,Other,0.742042005,-75.23339844,38.20774663154365,FALSE
94561,Tsuiki_TACAN_JP,TQT,Tsuiki,tacan,110400,33.68809891,131.0379944,84,JP,-6.492,BOTH,HIGH,RJFZ,High,5575,medium_airport,JASDF Tsuiki Air Base,33.685001,131.039993,55,AS,JP,JP-40,Tsuiki,no,RJFZ,NA,NA,NA,NA,NA,medium_airport,Other,33.68809891,131.0379944,208.1403389440855,FALSE
94562,Tory_VOR-DME_NZ,TR,Tory,vor-dme,114600,-41.18579865,174.3619995,230,NZ,21.565,BOTH,HIGH,NA,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.18579865,174.3619995,263.84900057146325,FALSE
